Username,Profile Age,Profile Description,Usage Period,Purchase Point,Stars,Recommend,Review,Status,tokens,stopwords,stemmed_tokens
avitpspt,19 - 24,"Normal, Medium Dark, Neutral",More than 1 year,Shopee,5,Ya,"awal pakai ini juga karena penasaran, akhirnya beli dan coba eh keterusan. bener-bener moist yang enak, nyaman dan ringat, pastinya bikin wajahku terlihat cerah, sehat dan kenyal. wajib re purche sii karna haganya sangat worth it dengan hasilnya",Asli,"['awal', 'pakai', 'ini', 'juga', 'karena', 'penasaran', ',', 'akhirnya', 'beli', 'dan', 'coba', 'eh', 'keterusan', '.', 'bener', '-', 'bener', 'moist', 'yang', 'enak', ',', 'nyaman', 'dan', 'ringat', ',', 'pastinya', 'bikin', 'wajahku', 'terlihat', 'cerah', ',', 'sehat', 'dan', 'kenyal', '.', 'wajib', 're', 'purche', 'sii', 'karna', 'haganya', 'sangat', 'worth', 'it', 'dengan', 'hasilnya']","['pakai', 'penasaran', ',', 'beli', 'coba', 'eh', 'keterusan', '.', 'bener', '-', 'bener', 'moist', 'enak', ',', 'nyaman', 'ringat', ',', 'pastinya', 'bikin', 'wajahku', 'cerah', ',', 'sehat', 'kenyal', '.', 'wajib', 're', 'purche', 'sii', 'karna', 'haganya', 'worth', 'it', 'hasilnya']","['pakai', 'penasaran', '', 'beli', 'coba', 'eh', 'terus', '', 'bener', '-', 'bener', 'moist', 'enak', '', 'nyaman', 'ringat', '', 'pasti', 'bikin', 'wajah', 'cerah', '', 'sehat', 'kenyal', '', 'wajib', 're', 'purche', 'sii', 'karna', 'haganya', 'worth', 'it', 'hasil']"
Putrimasitah,19 - 24,"Combination, Medium Light, Neutral",Less than 1 week,Shopee,5,Ya,"Ini satu satunya moisturizer yang gak lengket di wajah aku. Dari dulu sering gonta ganti moisturizer soalnya lengket. Tapi ini enak bangettt. Warnanya putih emang, tapi pas di apply dia gampang nge set di wajah. Baunya juga gak aneh andh banget",Asli,"['Ini', 'satu', 'satunya', 'moisturizer', 'yang', 'gak', 'lengket', 'di', 'wajah', 'aku', '.', 'Dari', 'dulu', 'sering', 'gonta', 'ganti', 'moisturizer', 'soalnya', 'lengket', '.', 'Tapi', 'ini', 'enak', 'bangettt', '.', 'Warnanya', 'putih', 'emang', ',', 'tapi', 'pas', 'di', 'apply', 'dia', 'gampang', 'nge', 'set', 'di', 'wajah', '.', 'Baunya', 'juga', 'gak', 'aneh', 'andh', 'banget']","['satunya', 'moisturizer', 'gak', 'lengket', 'wajah', '.', 'gonta', 'ganti', 'moisturizer', 'lengket', '.', 'enak', 'bangettt', '.', 'Warnanya', 'putih', 'emang', ',', 'pas', 'apply', 'gampang', 'nge', 'set', 'wajah', '.', 'Baunya', 'gak', 'aneh', 'andh', 'banget']","['satu', 'moisturizer', 'gak', 'lengket', 'wajah', '', 'gonta', 'ganti', 'moisturizer', 'lengket', '', 'enak', 'bangettt', '', 'warna', 'putih', 'emang', '', 'pas', 'apply', 'gampang', 'nge', 'set', 'wajah', '', 'bau', 'gak', 'aneh', 'andh', 'banget']"
sasihwamka,25 - 29,"Combination, Medium, Neutral",Less than 1 week,Shopee,5,Ya,"Salah satu produk moisturizer terbaik yang pernah aku coba. Cocok banget untuk melembabkan kulit dan menjaga tetap hydrating. Pakai pagi dan malam hari, bakal terasa efek di kulit lebih mois dan kencang. Thanks skintific sudah rilis ini",Asli,"['Salah', 'satu', 'produk', 'moisturizer', 'terbaik', 'yang', 'pernah', 'aku', 'coba', '.', 'Cocok', 'banget', 'untuk', 'melembabkan', 'kulit', 'dan', 'menjaga', 'tetap', 'hydrating', '.', 'Pakai', 'pagi', 'dan', 'malam', 'hari', ',', 'bakal', 'terasa', 'efek', 'di', 'kulit', 'lebih', 'mois', 'dan', 'kencang', '.', 'Thanks', 'skintific', 'sudah', 'rilis', 'ini']","['Salah', 'produk', 'moisturizer', 'terbaik', 'coba', '.', 'Cocok', 'banget', 'melembabkan', 'kulit', 'menjaga', 'hydrating', '.', 'Pakai', 'pagi', 'malam', ',', 'efek', 'kulit', 'mois', 'kencang', '.', 'Thanks', 'skintific', 'rilis']","['salah', 'produk', 'moisturizer', 'baik', 'coba', '', 'cocok', 'banget', 'melembabkan', 'kulit', 'jaga', 'hydrating', '', 'pakai', 'pagi', 'malam', '', 'efek', 'kulit', 'mois', 'kencang', '', 'thanks', 'skintific', 'rilis']"
PristyaAW,25 - 29,"Combination, Medium, Neutral",6 months - 1 year,Shopee,4,Ya,"Awal launching produk ini bener-bener booming, akhirnya kepo, jadi nyobain plus ketagihan. Dari packagingnya kayak gede penuh, ternyata cuma berapa gram doang. Jadi ya beli-beli terus sampek ada 5 jar mungkin. Gak taunya ternyata ada versi gedenya ðŸ™‚",Asli,"['Awal', 'launching', 'produk', 'ini', 'bener', '-', 'bener', 'booming', ',', 'akhirnya', 'kepo', ',', 'jadi', 'nyobain', 'plus', 'ketagihan', '.', 'Dari', 'packagingnya', 'kayak', 'gede', 'penuh', ',', 'ternyata', 'cuma', 'berapa', 'gram', 'doang', '.', 'Jadi', 'ya', 'beli', '-', 'beli', 'terus', 'sampek', 'ada', '5', 'jar', 'mungkin', '.', 'Gak', 'taunya', 'ternyata', 'ada', 'versi', 'gedenya', 'ðŸ', '™', '‚']","['launching', 'produk', 'bener', '-', 'bener', 'booming', ',', 'kepo', ',', 'nyobain', 'plus', 'ketagihan', '.', 'packagingnya', 'kayak', 'gede', 'penuh', ',', 'gram', 'doang', '.', 'ya', 'beli', '-', 'beli', 'sampek', '5', 'jar', '.', 'Gak', 'taunya', 'versi', 'gedenya', 'ðŸ', '™', '‚']","['launching', 'produk', 'bener', '-', 'bener', 'booming', '', 'kepo', '', 'nyobain', 'plus', 'tagih', '', 'packagingnya', 'kayak', 'gede', 'penuh', '', 'gram', 'doang', '', 'ya', 'beli', '-', 'beli', 'sampek', '5', 'jar', '', 'gak', 'tau', 'versi', 'gede', '', '', '']"
Audryyr,19 - 24,"Combination, Medium Dark, Neutral",6 months - 1 year,Shopee,5,Ya,"Ini Moisturizer pertama aku & langsung cocokâ¤ï¸, Aku udah abis 5jar pake ini. Kulit aku berjerawat aku cocok banget sama yg biru ini, skin barrier membaik, jerawat berkurang..Ini lebih bagus dipakenya malam hari, karna iklim indonesia ini tropis ya jd klo kena panas buat aku agak berminyak",Asli,"['Ini', 'Moisturizer', 'pertama', 'aku', '&', 'langsung', 'cocokâ\x9d¤ï¸\x8f', ',', 'Aku', 'udah', 'abis', '5jar', 'pake', 'ini', '.', 'Kulit', 'aku', 'berjerawat', 'aku', 'cocok', 'banget', 'sama', 'yg', 'biru', 'ini', ',', 'skin', 'barrier', 'membaik', ',', 'jerawat', 'berkurang', '..', 'Ini', 'lebih', 'bagus', 'dipakenya', 'malam', 'hari', ',', 'karna', 'iklim', 'indonesia', 'ini', 'tropis', 'ya', 'jd', 'klo', 'kena', 'panas', 'buat', 'aku', 'agak', 'berminyak']","['Moisturizer', '&', 'langsung', 'cocokâ\x9d¤ï¸\x8f', ',', 'udah', 'abis', '5jar', 'pake', '.', 'Kulit', 'berjerawat', 'cocok', 'banget', 'yg', 'biru', ',', 'skin', 'barrier', 'membaik', ',', 'jerawat', 'berkurang', '..', 'bagus', 'dipakenya', 'malam', ',', 'karna', 'iklim', 'indonesia', 'tropis', 'ya', 'jd', 'klo', 'kena', 'panas', 'berminyak']","['moisturizer', '', 'langsung', 'cocok', '', 'udah', 'abis', '5jar', 'pake', '', 'kulit', 'jerawat', 'cocok', 'banget', 'yg', 'biru', '', 'skin', 'barrier', 'baik', '', 'jerawat', 'kurang', '', 'bagus', 'dipakenya', 'malam', '', 'karna', 'iklim', 'indonesia', 'tropis', 'ya', 'jd', 'klo', 'kena', 'panas', 'minyak']"
arunabulan,19 - 24,"Combination, Medium, Warm",More than 1 year,Shopee,5,Ya,"Moisturizer yang cocok untuk memperbaiki skin barier, dapat membantu mengecilkan pori-pori, mengurangi minyak yang berlebihan, meratakah warna kulit, mencerahkan dan meningkatkan kekuatan skin barier. Menghilangkan bekas jerawat dan bertekstur ringan.",Palsu,"['Moisturizer', 'yang', 'cocok', 'untuk', 'memperbaiki', 'skin', 'barier', ',', 'dapat', 'membantu', 'mengecilkan', 'pori', '-', 'pori', ',', 'mengurangi', 'minyak', 'yang', 'berlebihan', ',', 'meratakah', 'warna', 'kulit', ',', 'mencerahkan', 'dan', 'meningkatkan', 'kekuatan', 'skin', 'barier', '.', 'Menghilangkan', 'bekas', 'jerawat', 'dan', 'bertekstur', 'ringan', '.']","['Moisturizer', 'cocok', 'memperbaiki', 'skin', 'barier', ',', 'membantu', 'mengecilkan', 'pori', '-', 'pori', ',', 'mengurangi', 'minyak', ',', 'meratakah', 'warna', 'kulit', ',', 'mencerahkan', 'meningkatkan', 'kekuatan', 'skin', 'barier', '.', 'Menghilangkan', 'bekas', 'jerawat', 'bertekstur', 'ringan', '.']","['moisturizer', 'cocok', 'baik', 'skin', 'barier', '', 'bantu', 'kecil', 'pori', '-', 'pori', '', 'kurang', 'minyak', '', 'rata', 'warna', 'kulit', '', 'cerah', 'tingkat', 'kuat', 'skin', 'barier', '', 'hilang', 'bekas', 'jerawat', 'tekstur', 'ringan', '']"
Almadah12,19 - 24,"Normal, Medium Light, Warm",More than 1 year,Shopee,5,Ya,"Mosturizer yang melembabkan seharian dan membantu memperbaiki skin barierku, pelembabnya ringan dan mudah menyerap sekali di wajahku yang normal, rekom banget buat dipake sebelum make up bisa bikin makeup awet tahan seharian, pokonya the best bangetttt",Asli,"['Mosturizer', 'yang', 'melembabkan', 'seharian', 'dan', 'membantu', 'memperbaiki', 'skin', 'barierku', ',', 'pelembabnya', 'ringan', 'dan', 'mudah', 'menyerap', 'sekali', 'di', 'wajahku', 'yang', 'normal', ',', 'rekom', 'banget', 'buat', 'dipake', 'sebelum', 'make', 'up', 'bisa', 'bikin', 'makeup', 'awet', 'tahan', 'seharian', ',', 'pokonya', 'the', 'best', 'bangetttt']","['Mosturizer', 'melembabkan', 'seharian', 'membantu', 'memperbaiki', 'skin', 'barierku', ',', 'pelembabnya', 'ringan', 'mudah', 'menyerap', 'wajahku', 'normal', ',', 'rekom', 'banget', 'dipake', 'make', 'up', 'bikin', 'makeup', 'awet', 'tahan', 'seharian', ',', 'pokonya', 'the', 'best', 'bangetttt']","['mosturizer', 'melembabkan', 'hari', 'bantu', 'baik', 'skin', 'barier', '', 'pelembabnya', 'ringan', 'mudah', 'serap', 'wajah', 'normal', '', 'rekom', 'banget', 'dipake', 'make', 'up', 'bikin', 'makeup', 'awet', 'tahan', 'hari', '', 'poko', 'the', 'best', 'bangetttt']"
analuthifiah_,18 and Under,"Combination, Medium, Neutral",3 months - 6 months,FD Flash Sale,5,Ya,"Dia bagus banget buat ngembalikan skin barrier yang rusak, selain itu nyerep banget di kulit. Awalnya kan coba coba karena bangus banget jadi sering beli dan ketagihan. Sering banget nyetok juga sekaliam beli banyak gitu. Lalu teksturnya nyaman bangey di kulit",Asli,"['Dia', 'bagus', 'banget', 'buat', 'ngembalikan', 'skin', 'barrier', 'yang', 'rusak', ',', 'selain', 'itu', 'nyerep', 'banget', 'di', 'kulit', '.', 'Awalnya', 'kan', 'coba', 'coba', 'karena', 'bangus', 'banget', 'jadi', 'sering', 'beli', 'dan', 'ketagihan', '.', 'Sering', 'banget', 'nyetok', 'juga', 'sekaliam', 'beli', 'banyak', 'gitu', '.', 'Lalu', 'teksturnya', 'nyaman', 'bangey', 'di', 'kulit']","['bagus', 'banget', 'ngembalikan', 'skin', 'barrier', 'rusak', ',', 'nyerep', 'banget', 'kulit', '.', 'coba', 'coba', 'bangus', 'banget', 'beli', 'ketagihan', '.', 'banget', 'nyetok', 'sekaliam', 'beli', 'gitu', '.', 'teksturnya', 'nyaman', 'bangey', 'kulit']","['bagus', 'banget', 'ngembalikan', 'skin', 'barrier', 'rusak', '', 'nyerep', 'banget', 'kulit', '', 'coba', 'coba', 'bangus', 'banget', 'beli', 'tagih', '', 'banget', 'nyetok', 'sekaliam', 'beli', 'gitu', '', 'tekstur', 'nyaman', 'bangey', 'kulit']"
Anisa1,30 - 34,"Combination, Medium Light, Neutral",Less than 1 week,Shopee,5,Ya,suka bngt sm produk ini udah abis banyak jar ny di pakai nyaman apa lgi buat makeup dan sehari hari. sangat melembabkan dan mebuat skin barier sangat kuat sehingga kulit saya yg kering jarang iritasi dan gatal lagi. dan juga di kulit membuat halus dan radiant. j,Asli,"['suka', 'bngt', 'sm', 'produk', 'ini', 'udah', 'abis', 'banyak', 'jar', 'ny', 'di', 'pakai', 'nyaman', 'apa', 'lgi', 'buat', 'makeup', 'dan', 'sehari', 'hari', '.', 'sangat', 'melembabkan', 'dan', 'mebuat', 'skin', 'barier', 'sangat', 'kuat', 'sehingga', 'kulit', 'saya', 'yg', 'kering', 'jarang', 'iritasi', 'dan', 'gatal', 'lagi', '.', 'dan', 'juga', 'di', 'kulit', 'membuat', 'halus', 'dan', 'radiant', '.', 'j']","['suka', 'bngt', 'sm', 'produk', 'udah', 'abis', 'jar', 'ny', 'pakai', 'nyaman', 'lgi', 'makeup', 'sehari', '.', 'melembabkan', 'mebuat', 'skin', 'barier', 'kuat', 'kulit', 'yg', 'kering', 'jarang', 'iritasi', 'gatal', '.', 'kulit', 'halus', 'radiant', '.', 'j']","['suka', 'bngt', 'sm', 'produk', 'udah', 'abis', 'jar', 'ny', 'pakai', 'nyaman', 'lgi', 'makeup', 'hari', '', 'melembabkan', 'mebuat', 'skin', 'barier', 'kuat', 'kulit', 'yg', 'kering', 'jarang', 'iritasi', 'gatal', '', 'kulit', 'halus', 'radiant', '', 'j']"
tarisa,19 - 24,"Dry, Medium, Neutral",More than 1 year,Tokopedia,5,Ya,"suka banget sama produk skintific, udah pake serangkaian skincare nya. karena beneran mencerahkan kulit dan bikin kulit lembab. so far pemakaian selama hampir 1 taun juga bisa mengurangi acne di muka juga loh, teksturnya yang cair dan ga lengket jd mudah meresap di kulit suka banget",Asli,"['suka', 'banget', 'sama', 'produk', 'skintific', ',', 'udah', 'pake', 'serangkaian', 'skincare', 'nya', '.', 'karena', 'beneran', 'mencerahkan', 'kulit', 'dan', 'bikin', 'kulit', 'lembab', '.', 'so', 'far', 'pemakaian', 'selama', 'hampir', '1', 'taun', 'juga', 'bisa', 'mengurangi', 'acne', 'di', 'muka', 'juga', 'loh', ',', 'teksturnya', 'yang', 'cair', 'dan', 'ga', 'lengket', 'jd', 'mudah', 'meresap', 'di', 'kulit', 'suka', 'banget']","['suka', 'banget', 'produk', 'skintific', ',', 'udah', 'pake', 'serangkaian', 'skincare', 'nya', '.', 'beneran', 'mencerahkan', 'kulit', 'bikin', 'kulit', 'lembab', '.', 'so', 'far', 'pemakaian', '1', 'taun', 'mengurangi', 'acne', 'muka', 'loh', ',', 'teksturnya', 'cair', 'ga', 'lengket', 'jd', 'mudah', 'meresap', 'kulit', 'suka', 'banget']","['suka', 'banget', 'produk', 'skintific', '', 'udah', 'pake', 'rangkai', 'skincare', 'nya', '', 'beneran', 'cerah', 'kulit', 'bikin', 'kulit', 'lembab', '', 'so', 'far', 'pakai', '1', 'taun', 'kurang', 'acne', 'muka', 'loh', '', 'tekstur', 'cair', 'ga', 'lengket', 'jd', 'mudah', 'resap', 'kulit', 'suka', 'banget']"
alfiahanda,19 - 24,"Combination, Medium, Neutral",More than 1 year,FD Flash Sale,5,Ya,"Suka banget pakai pelembab skintific ini apalagi buat membantu meregenerasi kulit aku, setelah pakai ini kulit aku kembali lembab dan membantu mengurangi bekas jerawat apalagi sekarang ini perlu extra hati hati menentukan skincare produk",Asli,"['Suka', 'banget', 'pakai', 'pelembab', 'skintific', 'ini', 'apalagi', 'buat', 'membantu', 'meregenerasi', 'kulit', 'aku', ',', 'setelah', 'pakai', 'ini', 'kulit', 'aku', 'kembali', 'lembab', 'dan', 'membantu', 'mengurangi', 'bekas', 'jerawat', 'apalagi', 'sekarang', 'ini', 'perlu', 'extra', 'hati', 'hati', 'menentukan', 'skincare', 'produk']","['Suka', 'banget', 'pakai', 'pelembab', 'skintific', 'membantu', 'meregenerasi', 'kulit', ',', 'pakai', 'kulit', 'lembab', 'membantu', 'mengurangi', 'bekas', 'jerawat', 'extra', 'hati', 'hati', 'menentukan', 'skincare', 'produk']","['suka', 'banget', 'pakai', 'pelembab', 'skintific', 'bantu', 'regenerasi', 'kulit', '', 'pakai', 'kulit', 'lembab', 'bantu', 'kurang', 'bekas', 'jerawat', 'extra', 'hati', 'hati', 'tentu', 'skincare', 'produk']"
cindyanditak,25 - 29,"Combination, Medium Dark, Neutral",More than 1 year,Shopee,5,Ya,"ini bener-bener moisturizer terbaik yang pernah aku pakai! muka ku yang bener-bener sensitif dan juga breakout, hempas langsung pakai ini, cepet nyerep, no parfume, gak lengket, bener-bener top banget! muka jadi bersih dan gak kusem lagi",Asli,"['ini', 'bener', '-', 'bener', 'moisturizer', 'terbaik', 'yang', 'pernah', 'aku', 'pakai', '!', 'muka', 'ku', 'yang', 'bener', '-', 'bener', 'sensitif', 'dan', 'juga', 'breakout', ',', 'hempas', 'langsung', 'pakai', 'ini', ',', 'cepet', 'nyerep', ',', 'no', 'parfume', ',', 'gak', 'lengket', ',', 'bener', '-', 'bener', 'top', 'banget', '!', 'muka', 'jadi', 'bersih', 'dan', 'gak', 'kusem', 'lagi']","['bener', '-', 'bener', 'moisturizer', 'terbaik', 'pakai', '!', 'muka', 'ku', 'bener', '-', 'bener', 'sensitif', 'breakout', ',', 'hempas', 'langsung', 'pakai', ',', 'cepet', 'nyerep', ',', 'no', 'parfume', ',', 'gak', 'lengket', ',', 'bener', '-', 'bener', 'top', 'banget', '!', 'muka', 'bersih', 'gak', 'kusem']","['bener', '-', 'bener', 'moisturizer', 'baik', 'pakai', '', 'muka', 'ku', 'bener', '-', 'bener', 'sensitif', 'breakout', '', 'hempas', 'langsung', 'pakai', '', 'cepet', 'nyerep', '', 'no', 'parfume', '', 'gak', 'lengket', '', 'bener', '-', 'bener', 'top', 'banget', '', 'muka', 'bersih', 'gak', 'kusem']"
bilqishana,25 - 29,"Oily, Medium Light, Warm",3 months - 6 months,Shopee,4,Ya,"Penggunaan pertama kali di aku sangat melembabkan. Ini pertamakalinya coba ,mosturizer dan langsung cocok. Cocok dipakai buat yang kulitnya sensitif dan berjerawat karena ga ada efek samping di aku. Di timpa beberapa skincare lain juga ga terasa tebal, sangat nyaman dipakai. Baunya enak, calming.",Asli,"['Penggunaan', 'pertama', 'kali', 'di', 'aku', 'sangat', 'melembabkan', '.', 'Ini', 'pertamakalinya', 'coba', ',', 'mosturizer', 'dan', 'langsung', 'cocok', '.', 'Cocok', 'dipakai', 'buat', 'yang', 'kulitnya', 'sensitif', 'dan', 'berjerawat', 'karena', 'ga', 'ada', 'efek', 'samping', 'di', 'aku', '.', 'Di', 'timpa', 'beberapa', 'skincare', 'lain', 'juga', 'ga', 'terasa', 'tebal', ',', 'sangat', 'nyaman', 'dipakai', '.', 'Baunya', 'enak', ',', 'calming', '.']","['Penggunaan', 'kali', 'melembabkan', '.', 'pertamakalinya', 'coba', ',', 'mosturizer', 'langsung', 'cocok', '.', 'Cocok', 'dipakai', 'kulitnya', 'sensitif', 'berjerawat', 'ga', 'efek', 'samping', '.', 'timpa', 'skincare', 'ga', 'tebal', ',', 'nyaman', 'dipakai', '.', 'Baunya', 'enak', ',', 'calming', '.']","['guna', 'kali', 'melembabkan', '', 'pertamakalinya', 'coba', '', 'mosturizer', 'langsung', 'cocok', '', 'cocok', 'pakai', 'kulit', 'sensitif', 'jerawat', 'ga', 'efek', 'samping', '', 'timpa', 'skincare', 'ga', 'tebal', '', 'nyaman', 'pakai', '', 'bau', 'enak', '', 'calming', '']"
elsapratama,25 - 29,"Oily, Medium, Warm",More than 1 year,Shopee,5,Ya,"Moisturizer yang cocok untuk memperbaiki skin barier, dapat membantu mengecilkan pori-pori, mengurangi minyak yang berlebihan, meratakah warna kulit, mencerahkan dan meningkatkan kekuatan skin barier. Menghilangkan bekas jerawat dan bertekstur ringan.",Palsu,"['Moisturizer', 'yang', 'cocok', 'untuk', 'memperbaiki', 'skin', 'barier', ',', 'dapat', 'membantu', 'mengecilkan', 'pori', '-', 'pori', ',', 'mengurangi', 'minyak', 'yang', 'berlebihan', ',', 'meratakah', 'warna', 'kulit', ',', 'mencerahkan', 'dan', 'meningkatkan', 'kekuatan', 'skin', 'barier', '.', 'Menghilangkan', 'bekas', 'jerawat', 'dan', 'bertekstur', 'ringan', '.']","['Moisturizer', 'cocok', 'memperbaiki', 'skin', 'barier', ',', 'membantu', 'mengecilkan', 'pori', '-', 'pori', ',', 'mengurangi', 'minyak', ',', 'meratakah', 'warna', 'kulit', ',', 'mencerahkan', 'meningkatkan', 'kekuatan', 'skin', 'barier', '.', 'Menghilangkan', 'bekas', 'jerawat', 'bertekstur', 'ringan', '.']","['moisturizer', 'cocok', 'baik', 'skin', 'barier', '', 'bantu', 'kecil', 'pori', '-', 'pori', '', 'kurang', 'minyak', '', 'rata', 'warna', 'kulit', '', 'cerah', 'tingkat', 'kuat', 'skin', 'barier', '', 'hilang', 'bekas', 'jerawat', 'tekstur', 'ringan', '']"
novidwif,19 - 24,"Oily, Medium, Cool",1 month - 3 months,Shopee,5,Ya,"moisturizer dari skintific ini teksturnya cair jadi cepet nyerep di kulit karena kandungan 5x ceramidenya, bikin kulit lembap dan bikin make up makin nempel, waktu kulit breakout bikin calming di kulit dan bikin kemerahan mereda, minusnya cepet abis aja sih huhuhuu",Asli,"['moisturizer', 'dari', 'skintific', 'ini', 'teksturnya', 'cair', 'jadi', 'cepet', 'nyerep', 'di', 'kulit', 'karena', 'kandungan', '5x', 'ceramidenya', ',', 'bikin', 'kulit', 'lembap', 'dan', 'bikin', 'make', 'up', 'makin', 'nempel', ',', 'waktu', 'kulit', 'breakout', 'bikin', 'calming', 'di', 'kulit', 'dan', 'bikin', 'kemerahan', 'mereda', ',', 'minusnya', 'cepet', 'abis', 'aja', 'sih', 'huhuhuu']","['moisturizer', 'skintific', 'teksturnya', 'cair', 'cepet', 'nyerep', 'kulit', 'kandungan', '5x', 'ceramidenya', ',', 'bikin', 'kulit', 'lembap', 'bikin', 'make', 'up', 'nempel', ',', 'kulit', 'breakout', 'bikin', 'calming', 'kulit', 'bikin', 'kemerahan', 'mereda', ',', 'minusnya', 'cepet', 'abis', 'aja', 'sih', 'huhuhuu']","['moisturizer', 'skintific', 'tekstur', 'cair', 'cepet', 'nyerep', 'kulit', 'kandung', '5x', 'ceramidenya', '', 'bikin', 'kulit', 'lembap', 'bikin', 'make', 'up', 'nempel', '', 'kulit', 'breakout', 'bikin', 'calming', 'kulit', 'bikin', 'merah', 'reda', '', 'minus', 'cepet', 'abis', 'aja', 'sih', 'huhuhuu']"
kikia0181,19 - 24,"Normal, Medium Dark, Warm",1 month - 3 months,FD Try and Review,5,Ya,"aku suka banget sama moisturizer nya skintific soalnya setelah pakai moisturizer ini wajah aku terasa lebih lembut dan aku cocok pakai moisturizer ini, awalnya wajahku yang bruntusan setelah pakai ini bruntusan nya hilang... pokok nya fav banget sama produk ini",Asli,"['aku', 'suka', 'banget', 'sama', 'moisturizer', 'nya', 'skintific', 'soalnya', 'setelah', 'pakai', 'moisturizer', 'ini', 'wajah', 'aku', 'terasa', 'lebih', 'lembut', 'dan', 'aku', 'cocok', 'pakai', 'moisturizer', 'ini', ',', 'awalnya', 'wajahku', 'yang', 'bruntusan', 'setelah', 'pakai', 'ini', 'bruntusan', 'nya', 'hilang', '...', 'pokok', 'nya', 'fav', 'banget', 'sama', 'produk', 'ini']","['suka', 'banget', 'moisturizer', 'nya', 'skintific', 'pakai', 'moisturizer', 'wajah', 'lembut', 'cocok', 'pakai', 'moisturizer', ',', 'wajahku', 'bruntusan', 'pakai', 'bruntusan', 'nya', 'hilang', '...', 'pokok', 'nya', 'fav', 'banget', 'produk']","['suka', 'banget', 'moisturizer', 'nya', 'skintific', 'pakai', 'moisturizer', 'wajah', 'lembut', 'cocok', 'pakai', 'moisturizer', '', 'wajah', 'bruntusan', 'pakai', 'bruntusan', 'nya', 'hilang', '', 'pokok', 'nya', 'fav', 'banget', 'produk']"
azizaharisti_,19 - 24,"Dry, Medium, Neutral",Less than 1 week,Shopee,5,Ya,"halo gais aku mau review moisturizer ini, jadi ini tuh cocok buat kulit kering, normal atau berminyak. buat kalian yang mau dapetin kulit yang sehat lembab dan glowing coba produk ini deh. ini produk juga viral dimana2, kalian bisa beli produk",Asli,"['halo', 'gais', 'aku', 'mau', 'review', 'moisturizer', 'ini', ',', 'jadi', 'ini', 'tuh', 'cocok', 'buat', 'kulit', 'kering', ',', 'normal', 'atau', 'berminyak', '.', 'buat', 'kalian', 'yang', 'mau', 'dapetin', 'kulit', 'yang', 'sehat', 'lembab', 'dan', 'glowing', 'coba', 'produk', 'ini', 'deh', '.', 'ini', 'produk', 'juga', 'viral', 'dimana2', ',', 'kalian', 'bisa', 'beli', 'produk']","['halo', 'gais', 'review', 'moisturizer', ',', 'tuh', 'cocok', 'kulit', 'kering', ',', 'normal', 'berminyak', '.', 'dapetin', 'kulit', 'sehat', 'lembab', 'glowing', 'coba', 'produk', 'deh', '.', 'produk', 'viral', 'dimana2', ',', 'beli', 'produk']","['halo', 'gais', 'review', 'moisturizer', '', 'tuh', 'cocok', 'kulit', 'kering', '', 'normal', 'minyak', '', 'dapetin', 'kulit', 'sehat', 'lembab', 'glowing', 'coba', 'produk', 'deh', '', 'produk', 'viral', 'dimana2', '', 'beli', 'produk']"
