Username,Profile Age,Profile Description,Usage Period,Purchase Point,Stars,Recommend,Review,Status
floryartus,19 - 24,"Combination, Medium Light, Neutral",6 months - 1 year,Shopee,5,Ya,"Sebagus itu woi untuk balikin skin barrier yang rusak, dan worth to buy banget gais!! Aku udh pake ini 5 botol karena Kulit kering, merah-merah malem pake ini pagi nya langsung membaik gila keren banget ga bohong! CEPET COBA!!",Asli
Mawarsyafitri,19 - 24,"Combination, Medium Light, Neutral",3 months - 6 months,Shopee,3,Ya,"Gentle menenangkan kulit. Cocok untuk kukit sensitif, kalo dipake adem gitu, teksturnya gel. Tapi ga terlalu ngefek dimukaku, untuk kulit berjerawat lumayan ga memicu tumbuhnya jerawat baru. Baunya aman, packing lumayan, tapi ternyata isinya ga sebanyak yg terlihat",Asli
PUTRIANDRIANI_148,19 - 24,"Oily, Medium Dark, Warm",More than 1 year,Tiktok Shop,5,Ya,Menjaga kulit supaya tetap lembab tidan kering dengan tekstur gel ringan sehingga cepat meresap ke kulit. Dapat digunakan semua orang baikperempuan maupun laki-laki. Dengan adanya kemasan ukuran 80g sangat membantu dan harganya juga lebih murah dibanding ukuran 30g.,Asli
sicyn,25 - 29,"Combination, Medium Light, Neutral",6 months - 1 year,Tiktok Shop,4,Ya,"Udah 3 kali repurchase moisturizer ini, gampang nyerep ke kulit, moist, after nya nyaman banget enak dipakenya. Ga bikin iritasi, gaada rasa oily atau apapun itu. sempet coba ke merk lain tapi akhirnya tetep balik lagi ke skintific moisturizer ini",Asli
Unyilku,25 - 29,"Dry, Medium, Neutral",6 months - 1 year,Shopee,5,Ya,"Moisturizer terbaik, bahkan ini udh botol ke-4, worthit banget kalo beli size yg 80gr tahan sampe 2-3 bulan, buat kulit yg kering ini bener2 melembabkan dan lngsung meresap, manjur jg dlm mengatasi skin barier yg rusak, mantul pokoknya",Asli
Inaa372,19 - 24,"Dry, Medium, Neutral",1 week - 1 month,Shopee,5,Ya,"Ini mois ter the best akuuu. Cocok buat kulit aku yg kering dan kadang sensitif ini jadi lembab dan kenyal. Biasanya aku purging klo tiap pake produk baru, tapi pake produk ini minim purging. Moisturizer ini bener2 memperbaiki skin barrier aku, luv banget pokoknyaa",Asli
Carennina02_,30 - 34,"Combination, Medium, Neutral",More than 1 year,XBeauty by Female Daily,5,Ya,"ini si moisture gell terdebesss buat akuâ€¦ tadinya agak ragu sama texturenyaâ€¦ pas lagi ke eventnya Jakarta x Beauty 2022 aku cobain samplenya dan aku juga cocok bgt sama produk ini ceremaidnya 5x bisa betulin skin barrier kulit wajah aku, kulit wajah jadi makin sehatâ¤ï¸",Asli
noviliyanti,25 - 29,"Oily, Medium Dark, Warm",Less than 1 week,Shopee,5,Ya,Cocok untuk kulit kering. Sangat bagus untuk memperbaiki skin barrier. Kulit menjadi lebih lembab jika digunakan secara rutin namun isinya sangat sedikit sehingga mudah sekali habis. Cocok untuk kulit sensitif.,Asli
Amalianazmula,19 - 24,"Dry, Medium Light, Neutral",Less than 1 week,Tiktok Shop,5,Ya,Baru pertama beli tapi udah secinta itu karna moisturizer ini super duper bagussss gampang nyerep dimuka trus juga bikin muka kenyal dan lembab jujur nih ya sampe ditanyain sama customer mba pake skincare apa bagus banget btw aku kerja sebagai beauty advisor ya guysss,Asli
Linda_Yulistia,19 - 24,"Dry, Medium Light, Neutral",1 week - 1 month,Shopee,5,Ya,"Mosturizer pertamakuuu, suka banget kulit jadi lembab karna aku tipe kulit kering sampe bertekstur dan di saranin untuk pake ini. sukaa banget sebentar lagi mau habis nihh dan aplikatornya adaa jadi mosture gel nya engga langsung bersentuhan dengan mosturizer nya",Asli
litzve,25 - 29,"Dry, Medium, Warm",1 month - 3 months,Tiktok Shop,3,Tidak,"Pas pake ini beneran kulit jadi glowing banget. Lembab dan pori-pori mengecil, terus aku juga merasa kulit jadi lebih cerah. Setelah sekitar 2 bulan pake yg jar kecil, aku ga repurchase karena belum ada diskon lagi, aku balik ke moisturizer yg sebelumnya aku pake, kok jadi ngga ngefek di kulit aku. Kulit jadi lebih kering dari sebelum pake moist ini dan lebih bertekstur. Agak serem, karena di aku jadi bikin kaya ketergantungan, akhirnya ga repurchase lagi",Asli
shakiladian,19 - 24,"Oily, Medium Light, Neutral",1 month - 3 months,Brand Website,3,Tidak,"Dulu sempet hype jadi aku FOMO banget untuk nyobain moisturizer ini karena banyak review yang bilang ini bagus untuk skin barrier. Disclaimer : wajahku sensitive dan kombinasi normal to oily. Honestly, teksturnya ringan, cepet meresap ke kulit dan finishingnya setelah dipake seharian agak lumayan berminyak di wajahku. Minggu awal pemakaian oke aja nih but pemakaian minggu-minggu berikutnya, muncul merah di wajah dan ada beberapa spot jerawat. Hmmm actually this is a good product tho but aku kurang cocok",Asli
adrianakey,25 - 29,"Oily, Medium, Neutral",3 months - 6 months,Tiktok Shop,5,Ya,"TO BE HONEST INII MOISTURIZER TERBAGUS I'VE EVER USED, kebetulan aku acne prone skin and sensitive skin then i found this moisturizer trs aku pake ini bener' sembuh jerawat ku dan jadi better bgtt, bikin cerah mukaa jugaa karna kandungan nya, thankk u for tiktok udaa ngasi tauu moisturizer ini !!",Asli
Ismi_nur,40 - 44,"Combination, Medium, Neutral",1 month - 3 months,XBeauty by Female Daily,5,Ya,"SKINTIFIC's 5X Ceramide Moisture Gel ini membantu menjadikan kulit lebih sehat serta sangat nyaman digunakan setiap hari dengan tekstur yang sangat ringan. Memperbaiki skin barrier, meredakan kemerahan serta merawat kulit sensitif",Palsu
nuraidiyati_,19 - 24,"Oily, Medium Light, Neutral",More than 1 year,Shopee,4,Ya,"Moist kecintaan aku banget, buat memperbaikin skinbarier. Teksturnya super ringan, gada wewangian, aku ngerasa ini adem banget, gampang nyerep dikulit, udah moist ke 5 yang aku beli karna aku sukak banget.",Asli
adninshafira,25 - 29,"Dry, Light, Neutral",1 month - 3 months,PR Package,5,Ya,"This is the best one of my favorite moisturizer. Teksturnya subtle, ngga ngebuat iritasi, cepat meresap di kulit tapi efek hidrasinya berasa banget dikulit, i really recommend this moist for dry skin. Dan enaknya ini udah ada spatulanya sendiri, jadi tetep higienis.",Asli
mercury_moon,25 - 29,"Oily, Medium Light, Neutral",1 week - 1 month,Shopee,3,Ya,"beli waktu lg hype bgt. sejujurnya baguss moisturizernya tapi sizenya dikit banget jd harus bolak balik beli, ini dipake sebulan udh abis wkwk. teksturnya enak dia cream gel, gampang di blend dan ga tacky. gaada wangi yg fragrance bgt gitu jadi enak. ini cukup hydrating di kulit oily dan dipake daily di bawah sunscreen ga pilling",Asli
nasyeila00,18 and Under,"Normal, Medium Light, Neutral",1 week - 1 month,FD Flash Sale,5,Ya,"One of the best moisturizers yang aku pernah pakee! lightweight, fragrance nya subtle, cepet meresep ke kulit dan yang paling penting nga bikin kulit iritasi.moisturizer terbaikk ga pernah gantii brand lainn emang agak pricey tapi lebih better beli yang ukuran gedenya sih karna worth it bisa dipake berbulan bulan",Asli
mrsmaii,30 - 34,"Combination, Medium Light, Cool",3 months - 6 months,Tiktok Shop,5,Ya,"Moisturizer yang cukup bagus dan ngefek untuk kulit muka yg skin barriernya bermasalah. Lumayan cepet nyerep di kulit, aman untuk dipake siang malam dan setelah penggunaan active ingredient seperti retinol atau setelah exfoliasi. Gak ada masalah",Asli
Autaptr,25 - 29,"Combination, Medium Light, Cool",More than 1 year,XBeauty by Female Daily,5,Ya,"udh ga usah di ragukan lagi dari awal ada sampe detik ini pokoknya cinta bngt sama produck ini, pokoknya mantuul deeh buat moist n bikin adem muka yg tadi nya mau ada jerawat jadi mental ga jadi karna pake product ini tpi yaa balik lagi di semua orng beda2 reaksinya tpi suka lah pokoknya aku mah ðŸ¤­ðŸ¥°ðŸ˜â¤ï¸â€ðŸ”¥",Asli
Liaaaan,19 - 24,"Dry, Light, Neutral",6 months - 1 year,Tiktok Shop,5,Ya,"Produk ini udah bener2 kayak penenang buat kulit dry. Kalo kulit lagi kering, gradakan, merah2 pake ini bisa langsung reda. Apalagi dikombi sama serumnya makin mantap. Minusnya cuma 1, harganya pricey kalo lagi ga promo haha. Pokoknya harus nunggu promo baru nyetok",Asli
lolatrsap,19 - 24,"Oily, Medium, Warm",3 months - 6 months,XBeauty by Female Daily,5,Ya,"wawwww sudah tidak asing lagi kan sama brand satu ini, pkoknya paling termantul mengatasi permasalahan skin barier. aku cocok banget pake moisturizer dari skintific, karena sangat-sangat membantu untuk muka aku yg bertekstur dan berjerawatt. ini bener-bener baguusss pwoolllðŸ˜ðŸ¤—ðŸ˜ðŸ¤—",Asli
destianurvanny,25 - 29,"Normal, Medium, Neutral",1 month - 3 months,XBeauty by Female Daily,5,Ya,"Ini moisturizer kecintaan semua orgAku ga mau berpaling ke yg lain udh sngt cocok bgt pake skintific semua skincare pake skintific, udah ngelembabin muka kita, bantu skinbarier kita yg rusak jd kembali bagus lgii, yg lain mngkin ada struggle bisa nyoba ini",Palsu
MeizaNurazizah10,19 - 24,"Combination, Medium, Neutral",1 month - 3 months,Shopee,5,Ya,"My Honest Review :Teksturnya watery gel yg ringan, pas dipake kaya melting aja gtu di kulit. Cepat menyerapnya trs yg paling penting buat aku klo utk moist tuh, pas bangun tidur berasa banget lembabnya jdi keliatan glowingÂ² gitu (ga over oily). Bisa dipake sebelum make up jg amanJadiii, kesimpulannya worth to try & to buy sih menurutkuHighlight Ingredients :5x CeramideMarine CollagenHyaluronic AcidCentella Asiatica ExtractPanthenol (Vitamin B5)",Asli
echaadifa,19 - 24,"Combination, Medium Dark, Neutral",6 months - 1 year,Shopee,5,Ya,"mau review jujur ini product bagus bangett, aku pake ini baru sekitar 6 bulan, yang awalnya wajah aku super keringg smpe kelupas hampir putus asa terus aku coba ini dan yapp ini super ngebantu banget akhirnya wajah aku lembab lagii!!!ðŸ˜â¤ï¸",Asli
wandasepta,30 - 34,"Normal, Medium, Cool",1 month - 3 months,Gift,4,Ya,"Salah satu moisturizer yang biasanya kugunakan setelah eksfoliasi, karena tidak mengandung zat aktif. Ada baunya, namun tidak menyengat. Oke untuk digunakan sebelum make up juga. Harga masih reasonable juga. Teksturnya cukup nyaman",Asli
SaharaCA,25 - 29,"Combination, Medium, Neutral",6 months - 1 year,Shopee,4,Ya,"aku coba ini, udah deh no comment.. menurutku ini bagus bgt, slain bikin moist, kulit jdi lebih kenyal juga. dan aku suka nya tuh ada cooling sensation nya (ini hanya aku atau gimana ga ngerti ehehe). texture nya juga gampang banget nyerep di kulit dan ga bikin lengket. walau harga nya skrg lumayan naik ya shay, tapi aku tetep suka",Asli
Mauliania,25 - 29,"Oily, Light, Neutral",More than 1 year,Shopee,5,Ya,"Ga berasa udah lebih dari setahun pake brand ini. Awalnya nyari mostu dan ga sengaja liat Tasya Farasya approved produk ini. Dan ternyata cocok. Yg gue suka wanginya khas banget. Sayangnya per kemarin, aku pake product sebelah yang kandungannya ceramide juga dengan harga lebih affordable.",Asli
nikenfla,19 - 24,"Combination, Medium Light, Neutral",1 week - 1 month,Shopee,4,Ya,"Pertama kali tau produk ini karena emang banyak yang pake, jadi kepo dan beli produk ini setelah aku coba di wajah ku yang sensitif dan sedikit berjerawat ini lumayan bagus buat calming dan membantu perkuat skin barrierku, walaupun belum lama pake but makes my skin better.",Asli
happyjunita,25 - 29,"Combination, Medium, Warm",6 months - 1 year,Shopee,5,Ya,"So far untuk kulit super sensitifku sangat aman dan ga menimbulkan efek apapun, suka aku pake sblm makeup, harga lumayan jg terjangkau dan udh repurchase 3x sihh.. bakal beli lg krna so far msh cocok dan calming di muka rewelll akuhh ini hehehe",Asli
Vianneeeeee,19 - 24,"Oily, Medium Light, Neutral",1 month - 3 months,Shopee,5,Ya,"aaaa seneng bgt nemuin moist yg affordable bgt di dompet dan cocok, jujur bgt ini bener2 sama claimnya dia bagus untuk memperbaiki skin barrier, i have acne prone skin and also redness, calming bgt setelah pakai moist ini karna dia fokus ke skin barier jd tidak ada efek mencerahkan yaa tsay. cuss pake yg kulitnya sensitif cucokkk bing bingg",Asli
marantina,25 - 29,"Dry, Medium Light, Neutral",1 month - 3 months,Shopee,4,Ya,"Kulitku emang cocok banget sama produk skincare yang mengandung ceramide dan moisturizer dari Skintific ini termasuk yang cocok di kulitku. Aku udah pakai dua jar karena memang terasa efeknya untuk memperbaiki skin barrier yang terganggu. Kalau lagi breakout atau kulit iritasi, moisturizer ini bisa jadi andalan. Teksturnya gel yang ringan dan mudah diratakan serta bikin efek daem di kulit. Finish-nya terasa melembapkan di kulit.",Asli
selview,30 - 34,"Oily, Medium, Neutral",More than 1 year,Boots,5,Ya,"coba ini gegara breakout parah & dikasi tau temen kalo ini bagus banget buat calming. ampe sekarang kepake terossss, 1x pump cukup ga bikin muka oily. cocok buat muka sensitif, yg lagi breakout parah wajib pake sih biar ilang tuh si breakout",Asli
deyann7,25 - 29,"Combination, Light, Neutral",1 week - 1 month,Shopee,3,Ya,"Suka teksturnya, ada sensasi calming sedikit dan nyaman aja ketika dipake, tapi sayang banget setelah pemakaian selama kurang lebih satu minggu malah timbul jerawat gede gede dimukaku padahal kulitku tipe yang jarang banget berjerawat. Lagi cari tau kira kira ingredient apa yang bikin jerawatannya.",Asli
bintangmaharani2711,25 - 29,"Oily, Medium Light, Neutral",3 months - 6 months,Shopee,5,Ya,"Moisturizer palingcocok buat aku yang udah 2 tahun off skincare , kulit yang tadinya dehidrasi , kemerahan , beruntusan hilang semuanya karenapake moist ini . Secinta itu , dipake malem doang , soalnya kalo dipake pagi sebelum sunscreen malah berminyak banget",Asli
intaniazn,25 - 29,"Combination, Medium Light, Neutral",1 month - 3 months,Shopee,3,Ya,"Buat kulitku yang sedikit oily kurang cocok. Karna produk ini SUPER MELEMBABKAN, jadi muncul jerawat yg gede2 gitu apalagi kalau lagi sering keringetan ðŸ˜” Honestly, tekstur dan sensasi pakenya enak banget karna dingin di kulit.",Asli
Arvidaanggitap,19 - 24,"Normal, Medium, Neutral",1 week - 1 month,Shopee,5,Ya,"awalnya beli moisturizer ini buat makeupin client aku, tapi ternyata finishnya kulit jadi plumpy banget pas aku pegang, aku coba deh dikulitku ternyata lumayan melembabkan tapi ga ngaruh apa-apa mungkin dipakenya harus lebih dari sebulan kali ya",Asli
aisyahsny,25 - 29,"Dry, Medium, Neutral",More than 1 year,Guardian,5,Ya,Awalnya pasti kemakan iklan ya karena brand ini cukup â€œberisikâ€ marketingnya akhirnya kemakan dan beli ukuran ini dan anehnya aku sangat sukaa untuk kulit keringku sangat cocok akhirnya beralih yang ukuran besar udah 6bln ga abis2,Asli
joshombing,25 - 29,"Oily, Medium, Neutral",1 week - 1 month,Tiktok Shop,4,Ya,"Hadohhh, overrated banget, ga bikin apa-apa di kulit ku selain melembabkan. Not a good or bad product its just a so so. Khusus moisturizer yang series ini sangatlah b aja, kalau kalian mau cobain, maybe once aja sih kata ku krn kalian bisa mendapatkan kualitas yang sama di moisturizer brand lain, tapi kalau mau yg ada efeknya, cobain yg warna pink mereka.",Asli
nikeishajill,19 - 24,"Oily, Light, Neutral",1 month - 3 months,AEON,3,Ya,"Who doesn't know this very viral moisturizer from Skintific? Sampe aku pun penasaran bgt buat coba, karena banyak bgt yang pake ini dan katanya bagus. But unfortunately, result setelah coba pake ini secara rutin selama 1-2 bulan itu not too good. Ternyata, kurang cocok di kulit aku yg combination (oily-sensitive skin), karena moisturizer ini malah makin bikin kulit aku muncul jerawatan (white heads) dan bruntusan gitu. But also, mungkin efeknya memang cocok2an dan beda di setiap orang yaa. It's okay Skintific. ðŸ˜Š",Asli
nandaaaw,19 - 24,"Dry, Medium Dark, Neutral",6 months - 1 year,Female Daily Studio,5,Ya,"salah satu moisturizer yang cocok di kulit aku. melembabkannya oke banget, tapi emang buat kulit kering banget kaya aku harus reapply terus. ga bikin iritasi di wajah. packagingnya juga cakep banget ðŸ¤©ðŸ¤©ðŸ¤©. aku udah beberapa kali gabti moisturizer, ini yang paling cocok ðŸ™ŒðŸ»",Asli
mizz_ira,35 - 39,"Combination, Medium Light, Neutral",1 month - 3 months,Shopee,4,Ya,"Step 4 dari rangkaian skin barrier repair untuk series ini. Tekstur produknya yang tidak terlalu padat ataupun cair sehingga mudah diaplikasikan dan cepat meresap di kulit wajah, dengan efek mencerahkan dan bisa mengurangi peradangan saat kulit wajah mengalami problem",Palsu
Arvinaimsa,19 - 24,"Normal, Medium, Neutral",Less than 1 week,Shopee,1,Tidak,"""Teksturnya gel, mudah menyerap, tidak ada aromanya, dan ringan di kulit. Sayangnya, setelah pemakaian ternyata nggak cocok di kulitku yang normal to dry. Bikin kulitku jadi bruntusan dan kasar. Untuk repurchase? No. Padahal marketing-nya jor-joran banget di sosmed, banyak temenku yang make dan cocok, tapi sayangnya aku nggak cocok.""",Asli
divalidasi,19 - 24,"Combination, Medium, Warm",1 month - 3 months,Shopee,4,Ya,Woy kok bisa sih aku lupa review moist ini???Jujur aku beli ini karena hopeless banget abis pakai moist bio***** ga cocok dan malah break out jadi aku coba beli ini versi mini nya dulu yakann karena udah skeptis juga. Tapii ternyata ini tuh jadi moisturizer penyelamat kulit mukaku dari break out jadi akam selalu aku repurchase kalau kulit mukaku lagi enggak baik-baik aja,Asli
PawPawww,25 - 29,"Combination, Medium Dark, Warm",Less than 1 week,Boots,1,Tidak,"Nyomot ini pas antri bayar dikasir Jelita (Surabaya), lumayan buat cobaÂ² mumpung ada mini sizenya. Pertama coba apply ke muka, aku sukaaa banget dgn texture dan feelnya dimuka ku yg lagi kering, lembabnya dapet. Tapi gapake lama besoknya langsung muncul bbrapa jerawat. Ternyata ngga cocok di skin type ku yang sangat sensitive & acne prone.",Asli
